test_id,adult_females,adult_males,juveniles,pups,subadult_males
10161,23.0,6.0,31.0,6.0,5.0
10162,38.0,7.0,47.0,15.0,7.0
10163,14.0,5.0,9.0,5.0,4.0
10164,44.0,9.0,20.0,32.0,8.0
10165,12.0,6.0,9.0,6.0,7.0
10166,20.0,7.0,12.0,7.0,5.0
10167,18.0,6.0,17.0,12.0,7.0
10168,13.0,5.0,9.0,5.0,5.0
10169,14.0,5.0,10.0,8.0,6.0
10170,21.0,5.0,10.0,8.0,5.0
10171,19.0,7.0,8.0,14.0,5.0
10172,21.0,6.0,12.0,10.0,5.0
10173,58.0,12.0,15.0,59.0,8.0
10174,26.0,6.0,41.0,8.0,5.0
10175,16.0,8.0,9.0,19.0,5.0
10176,12.0,5.0,9.0,6.0,5.0
10177,18.0,6.0,12.0,12.0,5.0
10178,12.0,5.0,15.0,8.0,7.0
10179,13.0,5.0,9.0,5.0,6.0
10180,14.0,6.0,11.0,14.0,5.0
10181,12.0,5.0,8.0,5.0,4.0
10182,13.0,4.0,10.0,5.0,6.0
10183,11.0,5.0,8.0,5.0,5.0
10184,14.0,5.0,10.0,5.0,5.0
10185,18.0,5.0,9.0,8.0,5.0
10186,15.0,5.0,10.0,11.0,5.0
10187,13.0,5.0,7.0,13.0,4.0
10188,14.0,5.0,10.0,5.0,4.0
10189,34.0,7.0,46.0,12.0,7.0
10190,24.0,7.0,17.0,14.0,6.0
10191,14.0,5.0,8.0,7.0,6.0
10192,15.0,5.0,10.0,14.0,5.0
10193,13.0,5.0,11.0,7.0,7.0
10194,18.0,5.0,12.0,7.0,5.0
10195,11.0,5.0,8.0,5.0,5.0
10196,18.0,6.0,10.0,9.0,7.0
10197,13.0,5.0,9.0,5.0,5.0
10198,14.0,4.0,10.0,5.0,8.0
10199,13.0,4.0,11.0,5.0,5.0
10200,28.0,7.0,12.0,15.0,8.0
10201,14.0,5.0,10.0,6.0,5.0
10202,12.0,5.0,8.0,5.0,5.0
10203,15.0,5.0,11.0,6.0,5.0
10204,25.0,6.0,21.0,7.0,6.0
10205,22.0,8.0,14.0,16.0,6.0
10206,19.0,5.0,20.0,9.0,7.0
10207,12.0,5.0,8.0,5.0,5.0
10208,31.0,7.0,13.0,15.0,6.0
10209,15.0,5.0,10.0,5.0,4.0
10210,13.0,5.0,8.0,6.0,5.0
10211,23.0,8.0,11.0,12.0,6.0
10212,20.0,7.0,8.0,7.0,5.0
10213,13.0,4.0,10.0,5.0,5.0
10214,26.0,8.0,13.0,16.0,7.0
10215,13.0,5.0,13.0,6.0,9.0
10216,28.0,7.0,26.0,9.0,7.0
10217,70.0,8.0,20.0,40.0,7.0
10218,12.0,5.0,8.0,5.0,7.0
10219,23.0,5.0,12.0,9.0,5.0
10220,14.0,5.0,7.0,6.0,5.0
10221,15.0,5.0,14.0,8.0,5.0
10222,14.0,4.0,10.0,5.0,4.0
10223,13.0,4.0,10.0,5.0,7.0
10224,20.0,7.0,13.0,10.0,5.0
10225,20.0,5.0,13.0,6.0,6.0
10226,14.0,5.0,9.0,9.0,6.0
10227,22.0,7.0,11.0,15.0,5.0
10228,16.0,6.0,13.0,8.0,6.0
10229,33.0,7.0,14.0,10.0,5.0
10230,13.0,5.0,10.0,5.0,6.0
10231,13.0,4.0,10.0,5.0,4.0
10232,14.0,4.0,12.0,5.0,5.0
10233,19.0,8.0,10.0,16.0,5.0
10234,13.0,5.0,11.0,6.0,6.0
10235,13.0,4.0,8.0,5.0,4.0
10236,33.0,7.0,28.0,12.0,7.0
10237,14.0,5.0,13.0,7.0,5.0
10238,37.0,8.0,105.0,30.0,7.0
10239,21.0,5.0,18.0,8.0,5.0
10240,12.0,5.0,9.0,6.0,5.0
10241,54.0,6.0,35.0,10.0,5.0
10242,49.0,8.0,27.0,9.0,12.0
10243,12.0,5.0,9.0,6.0,6.0
10244,16.0,5.0,10.0,5.0,5.0
10245,13.0,6.0,10.0,5.0,5.0
10246,16.0,6.0,16.0,5.0,5.0
10247,13.0,5.0,9.0,7.0,6.0
10248,16.0,6.0,15.0,14.0,9.0
10249,16.0,6.0,20.0,6.0,8.0
10250,12.0,5.0,7.0,8.0,5.0
10251,22.0,7.0,13.0,18.0,5.0
10252,17.0,5.0,15.0,5.0,5.0
10253,49.0,11.0,44.0,25.0,8.0
10254,32.0,6.0,14.0,7.0,5.0
10255,26.0,5.0,12.0,6.0,5.0
10256,49.0,12.0,12.0,22.0,6.0
10257,61.0,9.0,47.0,13.0,8.0
10258,18.0,5.0,14.0,6.0,9.0
10259,33.0,9.0,62.0,15.0,9.0
10260,13.0,4.0,9.0,5.0,4.0
10261,13.0,4.0,9.0,5.0,5.0
10262,25.0,7.0,17.0,7.0,5.0
10263,14.0,5.0,9.0,7.0,6.0
10264,45.0,9.0,13.0,38.0,8.0
10265,23.0,6.0,10.0,8.0,5.0
10266,14.0,5.0,17.0,5.0,5.0
10267,14.0,5.0,9.0,6.0,5.0
10268,13.0,5.0,10.0,5.0,4.0
10269,13.0,4.0,9.0,5.0,4.0
10270,46.0,10.0,16.0,45.0,9.0
10271,27.0,7.0,12.0,7.0,5.0
10272,43.0,11.0,11.0,29.0,6.0
10273,15.0,5.0,8.0,6.0,5.0
10274,23.0,8.0,11.0,17.0,6.0
10275,15.0,5.0,9.0,8.0,5.0
10276,13.0,5.0,8.0,7.0,5.0
10277,16.0,5.0,11.0,12.0,6.0
10278,14.0,5.0,12.0,5.0,7.0
10279,12.0,5.0,9.0,5.0,5.0
10280,26.0,5.0,12.0,10.0,7.0
10281,33.0,7.0,12.0,10.0,6.0
10282,13.0,5.0,10.0,5.0,5.0
10283,36.0,9.0,38.0,7.0,5.0
10284,38.0,9.0,11.0,29.0,5.0
10285,16.0,6.0,8.0,9.0,6.0
10286,21.0,6.0,21.0,11.0,5.0
10287,55.0,9.0,28.0,34.0,9.0
10288,14.0,5.0,10.0,6.0,9.0
10289,13.0,5.0,15.0,15.0,7.0
10290,13.0,4.0,10.0,5.0,4.0
10291,13.0,4.0,10.0,5.0,4.0
10292,39.0,6.0,13.0,14.0,8.0
10293,29.0,10.0,12.0,22.0,6.0
10294,12.0,5.0,7.0,5.0,4.0
10295,13.0,5.0,9.0,8.0,5.0
10296,23.0,7.0,15.0,9.0,6.0
10297,12.0,6.0,7.0,6.0,4.0
10298,16.0,5.0,18.0,15.0,8.0
10299,16.0,5.0,13.0,8.0,5.0
10300,14.0,5.0,12.0,5.0,5.0
10301,13.0,5.0,14.0,6.0,5.0
10302,15.0,5.0,11.0,7.0,6.0
10303,13.0,4.0,10.0,5.0,4.0
10304,17.0,7.0,15.0,7.0,5.0
10305,25.0,8.0,11.0,12.0,5.0
10306,11.0,4.0,9.0,5.0,5.0
10307,12.0,5.0,18.0,6.0,5.0
10308,13.0,4.0,10.0,5.0,4.0
10309,14.0,4.0,11.0,5.0,5.0
10310,12.0,5.0,8.0,5.0,7.0
10311,15.0,5.0,11.0,10.0,5.0
10312,20.0,5.0,11.0,11.0,6.0
10313,27.0,9.0,13.0,15.0,7.0
10314,13.0,5.0,10.0,5.0,5.0
10315,20.0,7.0,9.0,10.0,5.0
10316,63.0,10.0,12.0,41.0,6.0
10317,17.0,5.0,13.0,7.0,6.0
10318,13.0,4.0,9.0,5.0,4.0
10319,13.0,5.0,11.0,6.0,6.0
10320,13.0,5.0,10.0,5.0,6.0
10321,12.0,5.0,13.0,6.0,5.0
10322,20.0,6.0,14.0,11.0,4.0
10323,77.0,17.0,32.0,35.0,13.0
10324,13.0,4.0,11.0,5.0,4.0
10325,12.0,5.0,9.0,5.0,5.0
10326,15.0,5.0,8.0,6.0,4.0
10327,12.0,5.0,10.0,6.0,5.0
10328,14.0,5.0,11.0,7.0,4.0
10329,33.0,5.0,19.0,6.0,5.0
10330,75.0,11.0,25.0,36.0,10.0
10331,18.0,5.0,12.0,6.0,6.0
10332,21.0,7.0,11.0,14.0,6.0
10333,12.0,5.0,12.0,5.0,5.0
10334,13.0,4.0,10.0,5.0,4.0
10335,14.0,4.0,10.0,5.0,5.0
10336,16.0,6.0,12.0,8.0,7.0
10337,72.0,16.0,21.0,54.0,8.0
10338,14.0,5.0,8.0,5.0,5.0
10339,52.0,9.0,13.0,41.0,7.0
10340,39.0,7.0,72.0,34.0,7.0
10341,15.0,6.0,10.0,7.0,6.0
10342,13.0,5.0,10.0,5.0,5.0
10343,13.0,5.0,9.0,9.0,5.0
10344,16.0,5.0,8.0,6.0,5.0
10345,30.0,7.0,15.0,22.0,5.0
10346,24.0,7.0,11.0,11.0,5.0
10347,24.0,6.0,14.0,11.0,6.0
10348,19.0,5.0,14.0,8.0,6.0
10349,13.0,5.0,7.0,7.0,4.0
10350,21.0,9.0,12.0,23.0,6.0
10351,14.0,5.0,11.0,5.0,5.0
10352,47.0,10.0,13.0,22.0,7.0
10353,30.0,6.0,11.0,12.0,5.0
10354,38.0,9.0,15.0,17.0,6.0
10355,26.0,9.0,11.0,19.0,6.0
10356,22.0,6.0,10.0,9.0,5.0
10357,24.0,5.0,12.0,9.0,4.0
10358,20.0,5.0,11.0,9.0,4.0
10359,11.0,5.0,8.0,6.0,4.0
10360,37.0,6.0,11.0,13.0,6.0
10361,13.0,5.0,11.0,6.0,5.0
10362,13.0,5.0,10.0,6.0,5.0
10363,14.0,4.0,16.0,5.0,7.0
10364,13.0,4.0,10.0,8.0,10.0
10365,42.0,9.0,30.0,11.0,7.0
10366,13.0,5.0,7.0,5.0,5.0
10367,13.0,5.0,10.0,5.0,5.0
10368,36.0,8.0,11.0,22.0,7.0
10369,16.0,5.0,13.0,6.0,5.0
10370,27.0,8.0,8.0,16.0,4.0
10371,15.0,4.0,15.0,5.0,5.0
10372,31.0,9.0,11.0,16.0,6.0
10373,26.0,6.0,23.0,12.0,7.0
10374,18.0,6.0,12.0,7.0,5.0
10375,14.0,6.0,10.0,7.0,5.0
10376,13.0,5.0,9.0,5.0,4.0
10377,41.0,12.0,12.0,33.0,6.0
10378,27.0,7.0,13.0,14.0,5.0
10379,47.0,11.0,42.0,20.0,7.0
10380,14.0,5.0,8.0,11.0,4.0
10381,32.0,5.0,10.0,8.0,5.0
10382,13.0,5.0,9.0,5.0,5.0
10383,13.0,5.0,11.0,6.0,6.0
10384,30.0,9.0,14.0,26.0,6.0
10385,13.0,4.0,8.0,5.0,4.0
10386,14.0,4.0,10.0,5.0,4.0
10387,13.0,4.0,8.0,5.0,4.0
10388,13.0,5.0,9.0,5.0,4.0
10389,22.0,5.0,10.0,9.0,4.0
10390,13.0,4.0,10.0,5.0,8.0
10391,16.0,5.0,13.0,8.0,5.0
10392,13.0,5.0,14.0,6.0,6.0
10393,13.0,4.0,9.0,5.0,4.0
10394,16.0,5.0,10.0,6.0,4.0
10395,14.0,5.0,11.0,6.0,4.0
10396,14.0,5.0,8.0,6.0,4.0
10397,39.0,12.0,16.0,21.0,6.0
10398,16.0,5.0,10.0,9.0,5.0
10399,20.0,5.0,17.0,7.0,6.0
10400,21.0,5.0,12.0,6.0,7.0
10401,24.0,8.0,10.0,13.0,5.0
10402,13.0,5.0,10.0,5.0,5.0
10403,13.0,5.0,15.0,5.0,6.0
10404,13.0,4.0,8.0,5.0,5.0
10405,12.0,5.0,9.0,6.0,5.0
10406,13.0,5.0,9.0,5.0,5.0
10407,16.0,6.0,12.0,14.0,11.0
10408,57.0,9.0,70.0,20.0,10.0
10409,15.0,5.0,10.0,6.0,5.0
10410,29.0,6.0,13.0,13.0,5.0
10411,20.0,6.0,11.0,6.0,5.0
10412,15.0,6.0,8.0,9.0,6.0
10413,16.0,5.0,11.0,6.0,6.0
10414,21.0,7.0,12.0,13.0,6.0
10415,12.0,5.0,8.0,5.0,4.0
10416,37.0,7.0,19.0,14.0,6.0
10417,13.0,6.0,11.0,6.0,5.0
10418,38.0,7.0,15.0,18.0,7.0
10419,46.0,6.0,14.0,14.0,5.0
10420,45.0,8.0,20.0,17.0,7.0
10421,19.0,6.0,15.0,7.0,6.0
10422,31.0,5.0,15.0,8.0,4.0
10423,50.0,8.0,22.0,14.0,7.0
10424,14.0,5.0,7.0,6.0,5.0
10425,14.0,5.0,10.0,5.0,5.0
10426,13.0,5.0,8.0,8.0,9.0
10427,16.0,5.0,14.0,7.0,6.0
10428,29.0,8.0,17.0,10.0,6.0
10429,18.0,7.0,18.0,13.0,6.0
10430,14.0,4.0,23.0,5.0,5.0
10431,41.0,12.0,13.0,41.0,6.0
10432,25.0,8.0,14.0,10.0,7.0
10433,25.0,6.0,11.0,18.0,6.0
10434,16.0,5.0,10.0,7.0,5.0
10435,14.0,5.0,8.0,6.0,4.0
10436,35.0,7.0,35.0,6.0,6.0
10437,11.0,5.0,9.0,5.0,5.0
10438,46.0,11.0,13.0,53.0,8.0
10439,15.0,6.0,11.0,14.0,6.0
10440,31.0,6.0,9.0,19.0,6.0
10441,23.0,7.0,38.0,10.0,5.0
10442,13.0,4.0,9.0,5.0,4.0
10443,32.0,7.0,15.0,19.0,11.0
10444,17.0,5.0,15.0,6.0,5.0
10445,17.0,4.0,13.0,5.0,4.0
10446,23.0,7.0,15.0,7.0,6.0
10447,17.0,5.0,9.0,6.0,6.0
10448,63.0,9.0,43.0,13.0,8.0
10449,13.0,4.0,10.0,5.0,5.0
10450,16.0,6.0,60.0,24.0,6.0
10451,26.0,5.0,11.0,5.0,6.0
10452,13.0,5.0,9.0,5.0,4.0
10453,19.0,5.0,17.0,5.0,5.0
10454,14.0,5.0,13.0,8.0,6.0
10455,13.0,4.0,10.0,5.0,5.0
10456,12.0,4.0,11.0,5.0,5.0
10457,42.0,6.0,63.0,14.0,6.0
10458,23.0,5.0,12.0,11.0,5.0
10459,12.0,5.0,9.0,5.0,5.0
10460,24.0,8.0,9.0,18.0,5.0
10461,26.0,6.0,9.0,13.0,8.0
10462,29.0,7.0,11.0,14.0,5.0
10463,12.0,5.0,10.0,6.0,6.0
10464,13.0,5.0,8.0,9.0,6.0
10465,14.0,5.0,8.0,7.0,5.0
10466,18.0,5.0,10.0,6.0,6.0
10467,13.0,4.0,10.0,5.0,4.0
10468,15.0,5.0,11.0,7.0,5.0
10469,15.0,6.0,10.0,13.0,5.0
10470,17.0,6.0,10.0,8.0,7.0
10471,20.0,9.0,11.0,15.0,5.0
10472,22.0,7.0,13.0,10.0,7.0
10473,17.0,6.0,8.0,9.0,5.0
10474,21.0,6.0,29.0,24.0,7.0
10475,15.0,5.0,11.0,5.0,4.0
10476,29.0,9.0,11.0,22.0,6.0
10477,13.0,5.0,10.0,5.0,5.0
10478,13.0,5.0,8.0,9.0,5.0
10479,14.0,4.0,9.0,5.0,4.0
10480,13.0,5.0,15.0,5.0,5.0
10481,14.0,4.0,9.0,6.0,5.0
10482,27.0,9.0,11.0,13.0,7.0
10483,19.0,6.0,12.0,8.0,6.0
10484,30.0,6.0,12.0,12.0,6.0
10485,17.0,6.0,13.0,15.0,6.0
10486,14.0,5.0,8.0,9.0,5.0
10487,14.0,6.0,11.0,7.0,5.0
10488,14.0,4.0,11.0,5.0,7.0
10489,15.0,5.0,15.0,5.0,6.0
10490,34.0,7.0,38.0,6.0,6.0
10491,14.0,5.0,12.0,6.0,5.0
10492,42.0,9.0,11.0,15.0,5.0
10493,13.0,4.0,10.0,5.0,4.0
10494,21.0,5.0,28.0,6.0,6.0
10495,12.0,5.0,8.0,6.0,5.0
10496,13.0,5.0,11.0,5.0,4.0
10497,15.0,4.0,9.0,5.0,4.0
10498,18.0,5.0,12.0,5.0,4.0
10499,13.0,4.0,11.0,5.0,4.0
10500,15.0,5.0,10.0,5.0,5.0
10501,14.0,5.0,10.0,5.0,5.0
10502,14.0,5.0,11.0,5.0,5.0
10503,17.0,7.0,12.0,17.0,8.0
10504,18.0,5.0,9.0,11.0,6.0
10505,26.0,7.0,75.0,18.0,11.0
10506,20.0,5.0,10.0,8.0,6.0
10507,49.0,11.0,32.0,25.0,6.0
10508,25.0,7.0,26.0,7.0,6.0
10509,13.0,5.0,9.0,5.0,5.0
10510,13.0,5.0,8.0,7.0,5.0
10511,27.0,7.0,9.0,17.0,5.0
10512,13.0,5.0,9.0,5.0,4.0
10513,21.0,8.0,12.0,18.0,6.0
10514,11.0,5.0,9.0,5.0,7.0
10515,13.0,4.0,10.0,5.0,4.0
10516,25.0,7.0,12.0,19.0,9.0
10517,13.0,5.0,9.0,12.0,6.0
10518,14.0,5.0,9.0,6.0,4.0
10519,14.0,5.0,12.0,6.0,5.0
10520,15.0,5.0,11.0,7.0,7.0
10521,15.0,5.0,9.0,7.0,6.0
10522,38.0,9.0,14.0,17.0,7.0
10523,12.0,5.0,9.0,5.0,5.0
10524,13.0,5.0,10.0,5.0,5.0
10525,14.0,5.0,9.0,7.0,5.0
10526,23.0,6.0,8.0,15.0,8.0
10527,38.0,8.0,25.0,11.0,5.0
10528,21.0,6.0,9.0,10.0,6.0
10529,40.0,9.0,13.0,19.0,7.0
10530,16.0,5.0,9.0,7.0,5.0
10531,52.0,6.0,29.0,7.0,5.0
10532,12.0,4.0,9.0,5.0,4.0
10533,16.0,5.0,10.0,7.0,5.0
10534,14.0,4.0,8.0,5.0,4.0
10535,13.0,5.0,9.0,10.0,5.0
10536,17.0,5.0,17.0,10.0,5.0
10537,14.0,5.0,8.0,8.0,5.0
10538,13.0,5.0,10.0,8.0,5.0
10539,13.0,5.0,8.0,5.0,5.0
10540,72.0,12.0,26.0,70.0,8.0
10541,13.0,5.0,8.0,6.0,5.0
10542,12.0,5.0,8.0,5.0,4.0
10543,14.0,5.0,9.0,13.0,5.0
10544,27.0,8.0,10.0,16.0,5.0
10545,29.0,8.0,14.0,16.0,6.0
10546,15.0,7.0,10.0,17.0,5.0
10547,43.0,7.0,14.0,11.0,6.0
10548,46.0,14.0,10.0,31.0,6.0
10549,14.0,6.0,9.0,13.0,6.0
10550,43.0,9.0,17.0,13.0,5.0
10551,64.0,8.0,67.0,22.0,10.0
10552,13.0,5.0,10.0,5.0,5.0
10553,17.0,6.0,12.0,6.0,7.0
10554,15.0,5.0,8.0,9.0,5.0
10555,22.0,5.0,14.0,6.0,5.0
10556,13.0,4.0,8.0,5.0,4.0
10557,15.0,5.0,10.0,9.0,5.0
10558,20.0,6.0,26.0,5.0,6.0
10559,30.0,8.0,40.0,13.0,7.0
10560,13.0,5.0,9.0,5.0,4.0
10561,13.0,5.0,10.0,6.0,5.0
10562,19.0,6.0,8.0,8.0,5.0
10563,13.0,5.0,8.0,6.0,8.0
10564,14.0,4.0,8.0,5.0,5.0
10565,15.0,5.0,12.0,5.0,5.0
10566,28.0,6.0,10.0,9.0,4.0
10567,13.0,5.0,8.0,6.0,8.0
10568,18.0,6.0,14.0,13.0,9.0
10569,12.0,5.0,7.0,6.0,5.0
10570,23.0,6.0,11.0,22.0,8.0
10571,12.0,5.0,10.0,6.0,7.0
10572,13.0,5.0,10.0,6.0,5.0
10573,21.0,6.0,10.0,12.0,6.0
10574,22.0,7.0,14.0,7.0,6.0
10575,13.0,5.0,10.0,5.0,7.0
10576,14.0,4.0,14.0,5.0,5.0
10577,21.0,7.0,13.0,12.0,7.0
10578,18.0,6.0,10.0,6.0,5.0
10579,17.0,6.0,11.0,8.0,6.0
10580,12.0,4.0,8.0,5.0,4.0
10581,13.0,5.0,8.0,6.0,4.0
10582,16.0,5.0,11.0,5.0,4.0
10583,30.0,7.0,11.0,13.0,5.0
10584,15.0,5.0,11.0,8.0,6.0
10585,20.0,5.0,12.0,6.0,4.0
10586,15.0,4.0,9.0,5.0,4.0
10587,17.0,5.0,12.0,5.0,4.0
10588,13.0,5.0,9.0,5.0,4.0
10589,36.0,7.0,19.0,13.0,6.0
10590,13.0,4.0,10.0,5.0,5.0
10591,20.0,5.0,12.0,9.0,5.0
10592,26.0,7.0,15.0,15.0,9.0
10593,32.0,9.0,12.0,22.0,6.0
10594,12.0,5.0,10.0,5.0,7.0
10595,59.0,8.0,34.0,16.0,5.0
10596,33.0,6.0,13.0,11.0,7.0
10597,35.0,7.0,72.0,13.0,6.0
10598,20.0,6.0,9.0,8.0,5.0
10599,13.0,4.0,11.0,5.0,6.0
10600,15.0,5.0,10.0,6.0,5.0
10601,14.0,5.0,9.0,6.0,5.0
10602,37.0,10.0,14.0,24.0,7.0
10603,52.0,12.0,13.0,55.0,7.0
10604,23.0,7.0,10.0,29.0,6.0
10605,21.0,5.0,9.0,7.0,6.0
10606,36.0,7.0,14.0,18.0,10.0
10607,14.0,4.0,11.0,5.0,5.0
10608,70.0,14.0,14.0,70.0,8.0
10609,13.0,4.0,10.0,5.0,5.0
10610,14.0,5.0,8.0,7.0,4.0
10611,14.0,5.0,8.0,5.0,4.0
10612,12.0,5.0,8.0,5.0,5.0
10613,15.0,5.0,14.0,9.0,6.0
10614,13.0,6.0,8.0,13.0,5.0
10615,13.0,4.0,11.0,5.0,5.0
10616,17.0,6.0,10.0,8.0,5.0
10617,12.0,5.0,10.0,5.0,5.0
10618,25.0,5.0,25.0,5.0,7.0
10619,12.0,5.0,9.0,5.0,8.0
10620,15.0,5.0,8.0,8.0,5.0
10621,13.0,5.0,13.0,5.0,7.0
10622,12.0,5.0,9.0,6.0,5.0
10623,41.0,10.0,14.0,46.0,7.0
10624,18.0,6.0,10.0,10.0,5.0
10625,15.0,5.0,10.0,6.0,6.0
10626,36.0,7.0,14.0,9.0,5.0
10627,14.0,5.0,10.0,10.0,5.0
10628,12.0,5.0,8.0,6.0,6.0
10629,13.0,5.0,10.0,5.0,4.0
10630,15.0,5.0,14.0,6.0,5.0
10631,12.0,5.0,11.0,11.0,6.0
10632,45.0,9.0,13.0,46.0,8.0
10633,12.0,5.0,9.0,5.0,5.0
10634,13.0,6.0,9.0,6.0,4.0
10635,16.0,5.0,14.0,8.0,4.0
10636,13.0,4.0,12.0,6.0,10.0
10637,35.0,7.0,18.0,10.0,5.0
10638,13.0,5.0,8.0,6.0,4.0
10639,17.0,4.0,15.0,5.0,5.0
10640,12.0,5.0,7.0,6.0,5.0
10641,13.0,4.0,8.0,5.0,5.0
10642,14.0,4.0,11.0,5.0,5.0
10643,24.0,7.0,11.0,16.0,5.0
10644,22.0,6.0,15.0,7.0,6.0
10645,14.0,5.0,8.0,5.0,4.0
10646,25.0,7.0,10.0,24.0,7.0
10647,14.0,4.0,12.0,5.0,5.0
10648,14.0,5.0,8.0,8.0,5.0
10649,13.0,5.0,10.0,5.0,5.0
10650,14.0,5.0,10.0,6.0,4.0
10651,26.0,6.0,24.0,8.0,6.0
10652,15.0,5.0,13.0,5.0,5.0
10653,16.0,5.0,13.0,6.0,5.0
10654,36.0,9.0,63.0,31.0,7.0
10655,12.0,5.0,12.0,6.0,5.0
10656,34.0,6.0,19.0,11.0,5.0
10657,42.0,9.0,12.0,19.0,6.0
10658,15.0,5.0,10.0,7.0,5.0
10659,13.0,4.0,12.0,7.0,5.0
10660,62.0,13.0,16.0,33.0,6.0
10661,21.0,6.0,15.0,7.0,6.0
10662,48.0,6.0,13.0,12.0,6.0
10663,12.0,5.0,8.0,8.0,5.0
10664,57.0,14.0,12.0,30.0,7.0
10665,21.0,6.0,9.0,12.0,5.0
10666,20.0,5.0,17.0,6.0,6.0
10667,31.0,8.0,12.0,19.0,5.0
10668,13.0,7.0,8.0,11.0,5.0
10669,28.0,9.0,67.0,30.0,7.0
10670,18.0,5.0,16.0,6.0,8.0
10671,23.0,5.0,11.0,7.0,5.0
10672,14.0,4.0,9.0,5.0,6.0
10673,22.0,7.0,10.0,16.0,6.0
10674,35.0,7.0,34.0,8.0,7.0
10675,15.0,5.0,14.0,8.0,5.0
10676,13.0,4.0,9.0,5.0,4.0
10677,20.0,6.0,14.0,9.0,7.0
10678,13.0,4.0,10.0,5.0,5.0
10679,19.0,5.0,40.0,7.0,5.0
10680,13.0,5.0,10.0,8.0,6.0
10681,35.0,9.0,12.0,20.0,5.0
10682,18.0,5.0,12.0,9.0,5.0
10683,11.0,5.0,12.0,6.0,8.0
10684,36.0,6.0,12.0,17.0,5.0
10685,31.0,11.0,14.0,36.0,8.0
10686,21.0,7.0,13.0,6.0,8.0
10687,13.0,4.0,10.0,5.0,5.0
10688,31.0,6.0,12.0,15.0,6.0
10689,23.0,7.0,10.0,10.0,5.0
10690,37.0,13.0,12.0,22.0,6.0
10691,13.0,4.0,9.0,5.0,5.0
10692,13.0,4.0,11.0,5.0,6.0
10693,25.0,7.0,69.0,16.0,7.0
10694,13.0,4.0,9.0,5.0,8.0
10695,29.0,7.0,11.0,7.0,5.0
10696,26.0,5.0,9.0,7.0,5.0
10697,19.0,5.0,12.0,9.0,6.0
10698,22.0,6.0,11.0,13.0,7.0
10699,22.0,8.0,12.0,18.0,5.0
10700,16.0,6.0,11.0,7.0,5.0
10701,13.0,4.0,12.0,5.0,4.0
10702,24.0,6.0,13.0,15.0,6.0
10703,15.0,6.0,14.0,8.0,5.0
10704,25.0,5.0,14.0,6.0,6.0
10705,29.0,7.0,10.0,11.0,7.0
10706,16.0,6.0,12.0,5.0,5.0
10707,13.0,5.0,8.0,6.0,5.0
10708,13.0,4.0,15.0,5.0,5.0
10709,32.0,9.0,13.0,24.0,7.0
10710,20.0,6.0,14.0,6.0,5.0
10711,14.0,6.0,12.0,10.0,6.0
10712,14.0,5.0,9.0,6.0,4.0
10713,14.0,5.0,8.0,7.0,5.0
10714,37.0,8.0,12.0,28.0,7.0
10715,24.0,8.0,10.0,19.0,8.0
10716,13.0,4.0,9.0,5.0,4.0
10717,34.0,6.0,14.0,13.0,6.0
10718,15.0,5.0,15.0,9.0,6.0
10719,15.0,6.0,8.0,8.0,5.0
10720,12.0,5.0,8.0,5.0,5.0
10721,42.0,12.0,14.0,23.0,5.0
10722,13.0,5.0,8.0,6.0,4.0
10723,16.0,6.0,10.0,9.0,6.0
10724,12.0,5.0,11.0,5.0,6.0
10725,13.0,5.0,8.0,7.0,5.0
10726,16.0,5.0,14.0,8.0,5.0
10727,13.0,5.0,11.0,5.0,7.0
10728,13.0,5.0,8.0,5.0,5.0
10729,14.0,4.0,11.0,5.0,8.0
10730,52.0,13.0,104.0,32.0,7.0
10731,13.0,4.0,9.0,5.0,7.0
10732,13.0,4.0,10.0,5.0,5.0
10733,17.0,5.0,12.0,6.0,7.0
10734,19.0,5.0,10.0,6.0,5.0
10735,27.0,6.0,18.0,9.0,7.0
10736,12.0,5.0,10.0,6.0,7.0
10737,14.0,6.0,9.0,8.0,8.0
10738,72.0,14.0,23.0,44.0,9.0
10739,35.0,9.0,26.0,15.0,7.0
10740,25.0,6.0,12.0,8.0,5.0
10741,14.0,5.0,8.0,9.0,5.0
10742,13.0,5.0,11.0,5.0,5.0
10743,46.0,13.0,10.0,42.0,6.0
10744,12.0,4.0,9.0,9.0,5.0
10745,17.0,5.0,12.0,8.0,6.0
10746,12.0,5.0,8.0,5.0,4.0
10747,20.0,5.0,8.0,7.0,4.0
10748,14.0,5.0,10.0,5.0,4.0
10749,29.0,7.0,9.0,29.0,6.0
10750,17.0,5.0,16.0,7.0,5.0
10751,13.0,4.0,8.0,6.0,5.0
10752,13.0,5.0,9.0,7.0,5.0
10753,17.0,5.0,13.0,5.0,7.0
10754,12.0,5.0,8.0,7.0,5.0
10755,15.0,5.0,9.0,6.0,4.0
10756,12.0,5.0,9.0,7.0,5.0
10757,15.0,4.0,10.0,5.0,4.0
10758,12.0,4.0,9.0,5.0,7.0
10759,12.0,6.0,9.0,6.0,5.0
10760,16.0,5.0,8.0,6.0,4.0
10761,12.0,5.0,9.0,5.0,4.0
10762,36.0,6.0,105.0,17.0,8.0
10763,17.0,5.0,12.0,6.0,5.0
10764,13.0,5.0,11.0,5.0,5.0
10765,9.0,5.0,18.0,5.0,7.0
10766,13.0,5.0,9.0,6.0,6.0
10767,13.0,5.0,8.0,5.0,5.0
